Category	Word	Meaning 1	Meaning 2
지질학 및 지구과학	Deposition	퇴적/침전	파면/관직 박탈
지질학 및 지구과학	Erosion	침식/풍화	부식/쇠퇴
지질학 및 지구과학	Eruption	분화/분출	폭발/발진
지질학 및 지구과학	Fault line	단층선	결함선
지질학 및 지구과학	Fissure	갈라진 틈/균열	분열
지질학 및 지구과학	Fossilize	화석화하다	고착화되다
지질학 및 지구과학	Geothermal	지열의	지열에 관한
지질학 및 지구과학	Glacier	빙하	빙하류
지질학 및 지구과학	Ice age	빙하기	빙하 시대
지질학 및 지구과학	Lava	용암	화산 분출물
지질학 및 지구과학	Lithosphere	암석권/지각권	지각 단단한 층
지질학 및 지구과학	Magma	마그마	용융 암석
지질학 및 지구과학	Mantle	맨틀	망토/덮개
지질학 및 지구과학	Metamorphic	변성의/변태의	변형된
지질학 및 지구과학	Mineral	광물/미네랄	무기질
지질학 및 지구과학	Paleontology	고생물학	화석학
지질학 및 지구과학	Permeability	투과성/삼투성	투과력
지질학 및 지구과학	Sediment	퇴적물/침전물	앙금
지질학 및 지구과학	Sedimentary	퇴적된/퇴적암의	침전물의
지질학 및 지구과학	Seismic	지진의/지진에 의한	엄청난/격동의
지질학 및 지구과학	Stratum	층/지층	계층/사회 계급
지질학 및 지구과학	Tectonic	판구조의/지각 변동의	구조상의
지질학 및 지구과학	Topography	지형/지형학	지형도
지질학 및 지구과학	Weathering	풍화 작용	변색/풍화
진화생물학 심화 어휘	Adaptation	적응/순응	각색
진화생물학 심화 어휘	Anatomical	해부학상의/구조상의	신체 구조의
진화생물학 심화 어휘	Ancestor	조상/선조	기원
진화생물학 심화 어휘	Convergent evolution	수렴 진화	다른 종이 유사하게 진화하는 현상
진화생물학 심화 어휘	Descendant	자손/후손	유래하는 것
진화생물학 심화 어휘	Extinction	멸종/소멸	소거
진화생물학 심화 어휘	Fossil record	화석 기록	지층 유물 증거
진화생물학 심화 어휘	Gene flow	유전자 흐름	집단 간 유전자 이동
진화생물학 심화 어휘	Genetic drift	유전적 부동	유전자 빈도 무작위 변화
진화생물학 심화 어휘	Genetics	유전학	유전적 특징
진화생물학 심화 어휘	Genotype	유전자형	유전적 구성
진화생물학 심화 어휘	Heredity	유전/세습	전통
진화생물학 심화 어휘	Homology	상동 관계/유사성	일치
진화생물학 심화 어휘	Mutation	돌연변이	변화/변형
진화생물학 심화 어휘	Natural selection	자연선택/자연도태	환경 적응 생존
진화생물학 심화 어휘	Phenotype	표현형	겉으로 나타나는 형태
진화생물학 심화 어휘	Phylogeny	계통발생학	생물 진화 계통
진화생물학 심화 어휘	Speciation	종 분화	새로운 종의 형성
진화생물학 심화 어휘	Survival of the fittest	적자생존	환경 적응자 생존 법칙
진화생물학 심화 어휘	Taxonomy	분류학/분류 체계	분류법
천문학 및 우주	Asteroid	소행성	별 모양의
천문학 및 우주	Atmosphere	대기/공기	분위기
천문학 및 우주	Black hole	블랙홀	암흑 성운
천문학 및 우주	Celestial	천체의/하늘의	천상의
천문학 및 우주	Comet	혜성	살별
천문학 및 우주	Constellation	별자리/성좌	화려한 모임
천문학 및 우주	Cosmic	우주의	장대한/엄청난
천문학 및 우주	Cosmology	우주론	우주학
천문학 및 우주	Crater	운석 구덩이/분화구	큰 구멍
천문학 및 우주	Eclipse	일식/월식	실추/가리다
천문학 및 우주	Exoplanet	외계 행성	태양계 밖 행성
천문학 및 우주	Galaxy	은하/은하수	화려한 집단
천문학 및 우주	Gravitational	중력의/인력의	끌어당기는
천문학 및 우주	Gravity	중력	심각성/엄숙함
천문학 및 우주	Interstellar	성간의/별과 별 사이의	우주 공간의
천문학 및 우주	Light-year	광년	먼 거리
천문학 및 우주	Luminosity	광도/밝기	선명도
천문학 및 우주	Meteorite	운석	별똥별 부스러기
천문학 및 우주	Nebula	성운	성운 모양의 것
천문학 및 우주	Observatory	천문대/관측소	전망대
천문학 및 우주	Orbit	궤도	궤도를 돌다
천문학 및 우주	Radiation	방사선/복사	방출
천문학 및 우주	Revolution	공전/혁명	대변혁
천문학 및 우주	Rotation	자전/회전	교대 근무
천문학 및 우주	Satellite	위성/인공위성	위성 국가
천문학 및 우주	Solar flare	태양 플레어	태양 표면 폭발
천문학 및 우주	Spectroscopy	분광학	빛 분석학
천문학 및 우주	Supernova	초신성	극도로 밝아지는 별
천문학 및 우주	Tidal	조수의/조수가 일어나는	주기적인
천문학 및 우주	Wavelength	파장	생각하는 방식
천문학 및 행성 과학	Albedo	반사율/알베도	천체 빛 반사 계수
천문학 및 행성 과학	Asteroid belt	소행성대	우주 암석 지대
천문학 및 행성 과학	Atmosphere	대기	분위기
천문학 및 행성 과학	Comet	혜성	살별
천문학 및 행성 과학	Crater	운석 구덩이/분화구	큰 구멍
천문학 및 행성 과학	Crust	지각/외피	빵 테두리
천문학 및 행성 과학	Exoplanet	외계 행성	태양계 밖 행성
천문학 및 행성 과학	Gas giant	가스 행성	목성형 행성
천문학 및 행성 과학	Gravity	중력	심각성
천문학 및 행성 과학	Luminosity	광도/밝기	선명도
천문학 및 행성 과학	Magnetosphere	자기권	행성 자기장 영역
천문학 및 행성 과학	Mantle	맨틀/덮개	망토
천문학 및 행성 과학	Meteor	유성/별똥별	기상 현상
천문학 및 행성 과학	Meteorite	운석	우주 암석 잔해
천문학 및 행성 과학	Orbit	궤도	궤도를 돌다
천문학 및 행성 과학	Solar wind	태양풍	태양 방출 입자 흐름
천문학 및 행성 과학	Spectroscopy	분광학	빛 분석학
천문학 및 행성 과학	Terrestrial planet	지구형 행성	암석 행성
천문학 및 행성 과학	Tidal force	조석력	인력의 차이로 생기는 힘
천문학 심화 요어	Asteroid belt	소행성대	행성 사이 암석 지대
천문학 심화 요어	Astrophysics	천체물리학	우주 물리학
천문학 심화 요어	Black hole	블랙홀	중력이 극도로 강한 천체
천문학 심화 요어	Constellation	별자리	화려한 모임
천문학 심화 요어	Cosmic microwave	우주 마이크로파	우주 배경 복사
천문학 심화 요어	Eclipse	일식/월식	실추/가리다
천문학 심화 요어	Exoplanet	외계 행성	태양계 밖의 행성
천문학 심화 요어	Gravity	중력	심각성/엄숙함
천문학 심화 요어	Light-year	광년	천문학적 거리 단위
천문학 심화 요어	Luminosity	광도/밝기	선명도
천문학 심화 요어	Meteorite	운석	별똥별 부스러기
천문학 심화 요어	Nebula	성운	은하 내 가스 구름
천문학 심화 요어	Orbit	궤도	궤도를 돌다
천문학 심화 요어	Parallax	시차	관측 위치에 따른 변화
천문학 심화 요어	Pulsar	펄서/맥동성	주기적 전파 방출 별
천문학 심화 요어	Quasar	퀘이사/준성	우주 원거리 고광도 물체
천문학 심화 요어	Redshift	적색편이	은하가 멀어지는 현상
천문학 심화 요어	Satellite	위성/인공위성	위성 국가
천문학 심화 요어	Spectroscopy	분광학	빛 분석학
천문학 심화 요어	Supernova	초신성	별의 폭발 현상
천문학 행성 과학	Core	핵/중심부	과일 속
천체물리학 심화	Astrophysics	천체물리학	우주 물리 과학
천체물리학 심화	Black hole	블랙홀	초고밀도 천체
천체물리학 심화	Blueshift	청색편이	은하 접근 현상
천체물리학 심화	Cosmic ray	우주선(Cosmic ray)	우주 방사선 입자
천체물리학 심화	Dark energy	암흑 에너지	우주 팽창 동력
천체물리학 심화	Dark matter	암흑 물질	보이지 않는 우주 물질
천체물리학 심화	Event horizon	사건의 지평선	블랙홀 경계면
천체물리학 심화	Frequency	주파수/빈도	자주 일어남
천체물리학 심화	Gravity	중력	심각성/엄숙함
천체물리학 심화	Luminosity	광도/밝기	자체 발광 세기
천체물리학 심화	Nebula	성운	가스 성간운
천체물리학 심화	Orbit	궤도	궤도를 돌다
천체물리학 심화	Pulsar	펄서/맥동성	주기적 전파 방출원
천체물리학 심화	Quasar	퀘이사/준성	원거리 고광도 천체
천체물리학 심화	Radiation	복사/방사선	방출
천체물리학 심화	Redshift	적색편이	은하 후퇴 현상
천체물리학 심화	Singularity	특이점	초고밀도 지점
천체물리학 심화	Spectroscopy	분광학	빛 파장 분석학
천체물리학 심화	Supernova	초신성	항성 폭발
천체물리학 심화	Wavelength	파장	사고 방식
컴퓨터 과학 및 기술사	Algorithm	알고리즘	연산 절차
컴퓨터 과학 및 기술사	Architecture	컴퓨터 구조/설계	건축/건축학
컴퓨터 과학 및 기술사	Artificial Intelligence	인공지능	AI 기술
컴퓨터 과학 및 기술사	Automation	자동화	무인화
컴퓨터 과학 및 기술사	Bandwidth	대역폭	데이터 전송 용량
컴퓨터 과학 및 기술사	Binary	2진법의/두 개로 이루어진	쌍성의(천문)
컴퓨터 과학 및 기술사	Cryptography	암호학/암호 사용법	암호 체계
컴퓨터 과학 및 기술사	Cybernetics	인공두뇌학/사이버네틱스	제어공학
컴퓨터 과학 및 기술사	Data mining	데이터 마이닝	정보 추출 기술
컴퓨터 과학 및 기술사	Database	데이터베이스	자료 기지
컴퓨터 과학 및 기술사	Decryption	복호화/암호 해독	정보 복원
컴퓨터 과학 및 기술사	Encryption	암호화	정보 보호 처리
컴퓨터 과학 및 기술사	Hardware	하드웨어/컴퓨터 장치	철물/장비
컴퓨터 과학 및 기술사	Innovation	기술 혁신/새로운 고안	쇄신
컴퓨터 과학 및 기술사	Interface	인터페이스/접촉면	조화시키다
컴퓨터 과학 및 기술사	Network	망/네트워크	긴밀한 연락망
컴퓨터 과학 및 기술사	Processor	처리 장치/프로세서	가공업자
컴퓨터 과학 및 기술사	Protocol	통신 규약/프로토콜	외교 의례/의정서
컴퓨터 과학 및 기술사	Simulation	모의 실험/시뮬레이션	가장/흉내
컴퓨터 과학 및 기술사	Software	소프트웨어/프로그램	컴퓨터 문서 시스템
판구조론 및 지각 변동	Asthenosphere	암류권/연약권	맨틀 상부 유동층
판구조론 및 지각 변동	Continental drift	대륙 이동설	대륙 분리 이론
판구조론 및 지각 변동	Convergent boundary	수렴형 경계	판이 충돌하는 경계
판구조론 및 지각 변동	Core	핵/중심부	과일 속
판구조론 및 지각 변동	Crust	지각/외피	빵 테두리
판구조론 및 지각 변동	Divergent boundary	발산형 경계	판이 멀어지는 경계
판구조론 및 지각 변동	Epicenter	진앙/진앙지	중심지/핵심
판구조론 및 지각 변동	Fault line	단층선	결함선
판구조론 및 지각 변동	Lava	용암	화산 분출물
판구조론 및 지각 변동	Lithosphere	암석권	지각 단단한 층
판구조론 및 지각 변동	Magma	마그마	용융 암석
판구조론 및 지각 변동	Mantle	맨틀/덮개	망토
판구조론 및 지각 변동	Mid-ocean ridge	해령/중앙 해령	해저 산맥
판구조론 및 지각 변동	Orogeny	조산 운동	산맥 형성 작용
판구조론 및 지각 변동	Pangea	판게아	초대륙
판구조론 및 지각 변동	Rift valley	지구대/열곡	갈라진 골짜기
판구조론 및 지각 변동	Seismic wave	지진파	지각 진동 파동
판구조론 및 지각 변동	Subduction zone	섭입대	판이 겹쳐 가라앉는 구역
판구조론 및 지각 변동	Tectonic plate	지각 판	테크토닉 판
판구조론 및 지각 변동	Transform fault	보존형 단층	판이 어긋나 스치는 단층
해부학 및 생리학	Anatomy	해부학/구조	분석
해부학 및 생리학	Antibody	항체	면역 단백질
해부학 및 생리학	Antigen	항원	면역 반응 유발 물질
해부학 및 생리학	Capillary	모세혈관	모세관 현상의
해부학 및 생리학	Cellular	세포의	무선 통신의
해부학 및 생리학	Circulatory system	순환계/순환 기관	혈액 순환 구조
해부학 및 생리학	Digestive system	소화계/소화 기관	음식물 분해 구조
해부학 및 생리학	Enzyme	효소	생체 촉매
해부학 및 생리학	Hemoglobin	헤모글로빈	적혈구 색소
해부학 및 생리학	Homeostasis	항상성	생체 균형 유지 상태
해부학 및 생리학	Hormone	호르몬	분비 물질
해부학 및 생리학	Immune system	면역계	생체 방어 시스템
해부학 및 생리학	Metabolism	신진대사/물질대사	대사 작용
해부학 및 생리학	Nervous system	신경계	신경 조직
해부학 및 생리학	Organ	장기/기관	오르간(악기)
해부학 및 생리학	Pathogen	병완균/병원체	질병 원인 유기체
해부학 및 생리학	Physiology	생리학	생리 기능
해부학 및 생리학	Respiratory system	호흡계/호흡 기관	숨쉬기 구조
해부학 및 생리학	Synapse	시냅스/신경접합부	연결고리
해부학 및 생리학	Tissue	조직(생물)	화장지/티슈
해양 생물학 및 생태	Abyssal plain	심해 평원	평평한 해저 지형
해양 생물학 및 생태	Benthos	저서 생물	해저 서식 생물
해양 생물학 및 생태	Bioluminescence	생물 발광	자체 발광 현상
해양 생물학 및 생태	Cetacean	고래류의/고래목 동물	해양 포유류
해양 생물학 및 생태	Coral bleaching	산호 백화 현상	산호 탈색 현상
해양 생물학 및 생태	Ecosystem	생태계	환경계
해양 생물학 및 생태	Estuary	하구/귀만	강과 바다가 만나는 곳
해양 생물학 및 생태	Hydrothermal vent	열수 분출구	해저 온천 구멍
해양 생물학 및 생태	Intertidal zone	조간대	밀물과 썰물 사이 구역
해양 생물학 및 생태	Marine snow	마린 스노우	해저 유기물 낙하 현상
해양 생물학 및 생태	Overfishing	남획	과도한 어로 행위
해양 생물학 및 생태	Pelagic	원양의/대양의	바다 표층의
해양 생물학 및 생태	Phytoplankton	식물성 플랑크톤	광합성 부유 생물
해양 생물학 및 생태	Plankton	플랑크톤/부유 생물	떠다니는 것
해양 생물학 및 생태	Predator	포식자	약탈자
해양 생물학 및 생태	Prey	먹이/사냥감	희생자
해양 생물학 및 생태	Salinity	염도/염분	짠 정도
해양 생물학 및 생태	Symbiosis	공생	긴밀한 관계
해양 생물학 및 생태	Upwelling	용승 현상	해수 상승 현상
해양 생물학 및 생태	Zooplankton	동물성 플랑크톤	잡식성 부유 생물
해양학 및 수문학	Abyssal zone	심해대/심해층	끝없이 깊은 곳
해양학 및 수문학	Aquatic	수생의/수중의	물의
해양학 및 수문학	Aquifer	대수층/지하수층	물 저장층
해양학 및 수문학	Benthic	저서의/해저의	바다 밑바닥의
해양학 및 수문학	Continental shelf	대륙붕	얕은 바다 토대
해양학 및 수문학	Coral reef	산호초	바다 속 산호 군락
해양학 및 수문학	Current	해류/조류	현재의
해양학 및 수문학	Desalination	담수화	염분 제거 작용
해양학 및 수문학	Estuary	귀만/강귀	하구
해양학 및 수문학	Evapotranspiration	증발산	식물 수분 배출
해양학 및 수문학	Hydrological	수문학의/물의 순환에 관한	물 과학의
해양학 및 수문학	Marine	해양의/바다의	해병대
해양학 및 수문학	Permeability	투과성/삼투성	투과력
해양학 및 수문학	Plankton	플랑크톤/부유 생물	떠다니는 것
해양학 및 수문학	Runoff	유출수/땅 위를 흐르는 빗물	결선 투표
해양학 및 수문학	Salinity	염도/염분	짠 정도
해양학 및 수문학	Sediment	퇴적물/침전물	앙금
해양학 및 수문학	Tide	조수/조음	흐름/경향
해양학 및 수문학	Tsunami	쓰나미/지진해일	지진 파도
해양학 및 수문학	Upwelling	용승/해수 상승 현상	솟구침
환경 과학 및 생태계	Acid rain	산성비	대기 오염 강우
환경 과학 및 생태계	Bioaccumulation	생물 농축	체내 유해물질 축적
환경 과학 및 생태계	Biodegradable	자연 분해되는/생분해성의	친환경적인
환경 과학 및 생태계	Biomass	생물량/바이오매스	에너지원 생물체
환경 과학 및 생태계	Carbon footprint	탄소 발자국	이산화탄소 배출량
환경 과학 및 생태계	Carrying capacity	수용 능력/환경 수용력	최대 적재량
환경 과학 및 생태계	Conservation	보존/보호	유지
환경 과학 및 생태계	Contamination	오염/감염	혼탁
환경 과학 및 생태계	Deforestation	산림 파괴/벌채	산림 황폐화
환경 과학 및 생태계	Desertification	사막화	토지 황폐화
환경 과학 및 생태계	Ecosystem	생태계	환경계
환경 과학 및 생태계	Endangered species	멸종 위기종	보호 대상 생물
환경 과학 및 생태계	Eutrophication	부영양화	수질 오염 현상
환경 과학 및 생태계	Geothermal	지열의	지열에 관한
환경 과학 및 생태계	Habitat fragmentation	서식지 파편화	서식지 단절 현상
환경 과학 및 생태계	Invasive species	외래 침입종	생태계 교란종
환경 과학 및 생태계	Niche	생태적 지위	틈새 시장/적합한 자도
환경 과학 및 생태계	Pollutant	오염 물질	오염원
환경 과학 및 생태계	Renewable energy	재생 가능 에너지	친환경 대체 에너지
환경 과학 및 생태계	Sustainability	지속 가능성	유지 능력
